business_id,review_count,stars,state
FOAAgwfA_1sLoSBB1RcJrw,13,2.5,AZ
1wkgP1JQ0AH7xuN5qTgiuA,3,3.0,QC
DLJCwHGtbAV31UQ1lnIjlw,350,3.5,NV
BmuIoB6KQ8crkjhmuXSwWQ,16,3.0,ON
z4EIzLJlGd7gyje1Q_hKtw,163,4.0,PA
d460c0206ClcfXmJGVl_dA,12,5.0,QC
lmrk1uiUF2XpGIOMoSpcsA,5,3.5,OH
laSyDWzuKb1wo1XWFEUsWQ,3,2.5,NV
tmFJQmfI5YQh-_RBRBhlzQ,26,3.5,OH
PxANrd2dLItNNSAWyiQTjQ,165,3.5,NV
IpPg0WIJFGuEahTM55e4pA,8,3.0,ON
7Dpg_dpAzV4lXlLYpeMRPA,11,2.5,ON
_OimUEl0DzPg6GtJXYeoJw,81,3.0,OH
NvE6OTb24XUIaL33xWGu4Q,3,3.5,AZ
jhNjEYLVyS5X8xis_ravig,20,3.5,NV
bShvndep-EC8qToFXM5ouw,103,3.5,AZ
I1OI6IfSpRAEN9822s6aag,8,2.0,OH
38-sjGYYVcQEKrZe5Nu47A,425,4.0,NV
kKC7UTcHZM3zLfT97x3msg,124,4.5,ON
lr24BCFNXmnFsIXk4utUjQ,19,4.5,OH
deD6apEOWlYpqxNcdhkmKA,28,2.5,NV
3JnZTwqbR2E3Z0iLB_7BjQ,16,3.5,AB
f4zzN6a1-E_9NsUXhwcfNg,12,3.5,OH
d0MRGqB_x0UgLVr0T_BGtQ,6,4.5,ON
pAqgiVcOY5mPouuEW96R0g,27,3.5,PA
3XUH9aFxt4vU9Pzi5aBtow,4,2.0,IL
LO7NApQYFrZSKrOBc9ozWQ,4,2.5,ON
ooinhDB9ORWrG82UFdEO4w,5,4.0,PA
GtHu9uGXpn7Jg_Z7vFKZKw,40,3.5,NV
OwzqgrpKs9nojICU65hhzg,20,4.0,NC
qNNteLIF7EILuqAb4IxECA,7,2.0,ON
C16ogi6ASv-sQW3SGScmNQ,83,3.5,ON
2I7QtHJI-izdThjghMaT1g,80,4.0,OH
mA_XSJGBwGm9RgHndazwiw,4,3.0,QC
ht-qCcPU2g8AxYzisN_Vug,5,2.0,AB
p1ohbPwI1QfjHQ2zRup5OA,73,4.0,ON
B-myMqxqAYvU1G0DA-O7SQ,4,4.0,PA
fxZOOJtT6Zau7Asmppigkg,36,3.0,PA
DqZzBPoiGt_FCTfNwPYwzw,24,4.5,ON
urgviU4CGLGVLKTahwuzVg,23,2.0,AZ
QhawnB2-MBix8Admo3JwDg,6,4.0,AB
bObysWCWZqc_rqSC0U83Yg,14,2.5,WI
iF-WQm54Ih2OqwXWjEwOqA,24,4.0,ON
jgmnzmHRMwLf6q0IKMziMA,10,2.0,OH
9EFl_EUSaW3Qiq-8Hlc92g,50,4.0,ON
0Q5hLTlQr1HfyfLZc9Ozsw,106,2.5,NC
S-mdSI4dMr-KeF28L5CMyA,101,3.5,AZ
XeUm1QS078kgjwONhul0ng,219,4.0,AZ
FUqvrauxIP8bcI2aVeoXdg,209,3.5,ON
5BKP0DY4K79h9sd7THpeBw,261,4.5,AZ
c33m1IMz1N7S1-sqTbsqRA,19,4.5,AZ
7CxRb9C3lUSqdDhmZHQP-A,5,4.0,ON
Q9jOi1245KEyb-vehMUeFA,66,3.0,OH
6ipr7nnwrzf_o3MGD-8nlA,14,4.5,NY
YXvXE2p6xeg6a11SMIjQ3w,265,3.5,AZ
Q1dRbSP425_w1B7KGqj5sw,14,2.0,AZ
wgT6lAIqfQMLoO6KEcpUEQ,7,3.5,QC
4372wdpvvPfe4bQsWRhnQw,4,4.0,OH
YsxyAYrg2LdMvf7nhp39Ow,20,3.5,WI
ztbLCSo15CMqt18D6f0x5A,10,2.5,PA
1fI_kmr2uteywk_i-Nboag,5,4.0,ON
cAHTDDHJnFJm4qsXH2hxzw,17,1.5,ON
C7pghcn4Vc5Px7hkHyLmOg,3,4.0,QC
UdkQieTHE7zSFvzJkzzEcA,6,2.5,AZ
FyTX0kl3D2VJ1jp1HRXALg,102,4.0,AB
GnODIDJz09LecpudDoynCg,158,4.0,WI
GN1MQK04zcS32HbY5Y0Vlw,13,4.5,PA
D2nfOrnJ2OBlX_428sKyMg,84,3.0,PA
OJqLCq4_ww7jGxiGnTwC-Q,16,4.0,ON
3akSOcI-uzHOwGQeZD3NHg,153,3.5,AZ
A5nfhWPv5vHg7hT8zTssfw,13,2.0,OH
QqOhg5vDN3lDxLoc5pJ3LA,37,3.5,SC
BVYvfJiVcQTl9B311z518w,34,3.0,AZ
wBwXSItcxp2D5Kf8taZDNg,45,3.0,PA
V_TxEdzeEs8P5nGPANOY7A,129,3.5,NV
ikyJC-gPhSuApuq7efJfoA,3,3.5,AZ
n8SkbCrvuwv1iHJyY4pnzw,4,2.0,ON
UP7ejOl-PQyWZ9iFRQD8Xw,41,3.5,ON
mbZe40oM-Ha-Q_qWh49-Mg,79,2.0,NV
YsUqc-9pppGHZrW-wG_pdA,3,2.5,AB
5ZQmIhBVOelUScK9UbSUqA,3,2.5,ON
D2RoOb4UkH2azf8DgvNfUA,10,2.5,OH
Pw_nqAc2HPCVliKDH8KwgA,26,4.0,QC
5cWPgytHCuPq0poBz7r5sw,4,3.0,PA
fGw9HRq8fdP9fMtZclTt8g,51,3.5,AZ
Oa_d52yxP4dmGf-sTY02Xg,3,1.0,AB
j4C0NelU_RzYMz0jXS-lMg,28,2.5,ON
fCRTQbMeE62md8RBpPabew,15,3.0,QC
PZuxcxJW1y4-epEbfPh2QA,5,4.5,WI
qc4X_-PNS-yFjO_JylePtg,9,3.5,NC
TG2lWzpspxiVL9kDfGt5Eg,19,3.0,OH
cVlW0omVTRaVJqnT-OBBsQ,70,3.5,ON
GQkCw7318u55O1JSCZL1Uw,53,3.0,OH
m6rffQy85HUq82DjLq-YJg,300,4.0,AZ
fhTTP5HRqOzmFw-31Qe7QA,4,2.0,OH
9eqZNBLnNycOWQ2wQEwulQ,30,3.0,PA
9Zl4uWSgSMpxHnsK_MPneg,12,4.0,AB
wCRc6E9XcyPnN1WwJhaGtA,10,3.0,OH
qqJkYCUIzGvmtOVtnxznfw,12,1.0,NV
c7AVaO_N4c0UoXQO3BbfFQ,6,2.0,SC
NnJAsBJ7wGVNsQJnUsfEiQ,10,3.5,ON
Xy8R4AnLP3LxwFIYoPfhJg,58,3.0,NV
_T7f2wUgNlJqxsR-cR89SQ,250,4.5,ON
dtP2QK2gtMtrwRr3ts1yRw,4,3.5,NC
3bYHVaEMAS35PAinUdnDdw,58,2.0,NC
-7-uHFjQLH_uxPauYtd8iA,17,3.5,AB
hODnmsq1kK6eA0VLbFQOVw,64,3.0,PA
_QkGfsQaQbuyUf-hy_2muw,14,3.5,PA
gd3f9uJN7kmGOD-lRpPBEA,5,2.5,OH
7JkPRXmtRmspIX_k3zMNvg,46,3.5,AZ
KCl3RR3tC22E3cDdJXabTA,7,4.0,ON
QsKhwKYB3YeWXqpIPd5QMg,145,4.0,NV
lgWB0yGXpZvupYREWxtV7g,496,4.0,AZ
S2uaTRS_3DOjrgaZogrQZg,64,4.5,AB
e9QjTA0wa0s6UvLPTnu4cw,28,2.5,AZ
xBwE7uIx-yN-n4OpNeAaDQ,39,2.0,AZ
t4QsZYXgOGR7nMQuTKO_pg,8,3.0,ON
iB9By3dVS6BydSUiDHxLyw,312,3.0,AZ
i-Mn8RJw5xUkITQBVvcKcQ,25,3.5,ON
CG4KapQ-CXygjnqlN9ytLA,7,2.5,ON
P4uQXhzxjKFBtnqfx_O4tA,9,4.0,PA
QDJBn7I1EdtP9w4nYT24Pw,137,3.0,AZ
ZfKNMCmcE1Hr_iFgvZa7Vg,16,4.0,PA
LQUjMgVrpAhMwkwbsxGeBw,5,2.0,AZ
xFCfqtyoIfFSMJbL39jnEw,3,4.0,QC
nzUv52JpOQz98Fk9GB4AKA,3,1.0,ON
G4uCm2GyxZrOYlOhuhCuug,31,3.5,AZ
1y55p5EUl23naNsoC0clvg,5,2.0,ON
SrzJZMB_WXFAAzBdipKOWw,3,4.5,PA
NvKNe9DnQavC9GstglcBJQ,2767,4.0,NV
rFu2sVUuvMzJiTnbbwD9Zg,9,2.0,OH
UfSwz2LHiVu0K6CJJ6-2gg,40,3.5,NV
QGXJym9oxglaJTD9dicmaA,13,4.0,AZ
o9lekFmrfgaj4jSQ0ovCBQ,6,3.5,QC
XL9aGjYi8dxieaL-L1TmHg,45,3.5,AZ
zQp4fij2fBaZawyO_ymIEg,22,2.5,NV
CyCa2Oco5NjPZhxA2h_TjA,7,2.5,AZ
sT9oX8vDwD9btDakUM2H5w,21,3.0,ON
RScKS72p6_AykRRwZOxqog,4,1.0,AZ
ydNQHa6kiJXQuRnjhULITg,8,3.5,PA
V-_Kh0RtKcKdQ0ON4eVQ-Q,26,3.5,IL
6ThiBVRWO3alyc7WJ9TMmw,6,3.5,ON
vclxHtRUZja24QFmsXdKTg,4,4.0,AZ
xTvyegdWKwSiRbDiqIQafQ,4,3.0,QC
UahuVyihXGTLCunsiUS9Wg,6,3.0,ON
hZjmoHvx4cgHrauNWBgaqw,3,4.5,PA
QGUeajuwtOSegh7JbrbuXA,41,3.5,ON
xeJeaPDrWyeo7eaZF_Vbrg,20,3.0,QC
Zz2AwpjN3HA1-L_XUC5R9g,62,4.5,PA
3p3Rv_iGr_hzFlqsK-rebg,9,4.5,QC
CAALCmefoLQtDvLEER4_6Q,87,3.5,OH
Ug705ve-b_E0ztOHsKsgSw,10,4.5,ON
ObRD7AOVgSUkul0YKphExA,6,4.0,AZ
1PxECOOCIUDT43d9f2suQg,3,5.0,ON
e9yKYPtI3kSHrq1JoqMCNg,3,2.5,QC
y30HGHBNQXFswKhAryz0tg,3,3.5,OH
mEnJaayTlrP1WYPBWNhkUg,46,4.0,PA
kVqj5hrjUnoDV6nb6oRFbg,64,3.5,AB
nl9obkTn1W9-NzjGCEMbPA,4,3.0,AZ
uLZJBkHmWq4iKS37I54ggA,8,2.5,OH
vSXum5CZEgnouVyPo5BTWA,29,2.5,PA
hcHaWzM5wfdAbCWs4zmmqg,156,4.0,ON
iVG3sDYBo4a-gMZd8Vykhw,3,3.0,ON
r2BP0Irh63hqYUDSZd0ijQ,106,4.0,OH
CF-QQvee-Z_OPc_E-nkI8Q,8,2.5,ON
yjm337NTgIFwPwXOLOQMkg,3,1.5,QC
DitQU2Y-WONolisjxP-2nQ,12,2.0,ON
e3gLd-8XXC_HnvcWtjnrKQ,7,2.0,ON
-Lovf0jkQtvb6Y_WjDn-sw,32,3.5,PA
LvQT_Uap6t0p2ePpDaCZsQ,20,2.5,AZ
QAXFkN4iDiC1HUrkOiAAKA,6,1.5,NV
6I-rBnkOT2hfzKnoi8ZBxA,9,2.5,AB
CR2DMfg3uP02PKT_fuygIw,146,3.5,NV
tQBTBxZyM3OarBffqafu4w,60,4.0,SC
mR25wU5IXh715lPYOFdgaw,27,3.0,AB
5oc3Jva4wWS4O44a-0Jd8Q,42,3.5,PA
PL_q6weVENYkaHmP1HAIaw,3,1.5,AZ
aqbY6f-ZqJ7wnUSll3BxLA,45,3.5,AZ
Qv0OEziLJwyAqcgtrTsA4w,53,3.5,AZ
NILiO6pq_0vLnCUn7KuU0Q,33,4.5,WI
d9FdI_dQkJ6uiwpr524JcQ,34,3.0,NC
4bPodENVzZoyYvlvXwfavw,3,3.5,QC
dSjGHnS9iw0k0FgVJoSwxQ,8,3.0,AB
Cl5PHhHfOzimUTCWjC5yNA,157,2.5,AZ
tPhBcz3Oh1Nkuy2ltInO4Q,5,4.0,OH
biFv9mXsP0V4omBUy1Z-MA,43,3.0,NV
q2Zri4_MPHB8DInN5X_fwA,7,2.0,OH
PVgROa96PHUbMZU9Cc-zAA,43,4.0,QC
H8eyY-2Yia6iid71CMf3fg,3,3.0,AZ
3-6biVwm7VwPZ-k67jml-Q,393,4.0,AZ
zUgDrRtGvK5ZTFlHCsTHwA,421,4.0,AZ
xKBRthCdZZMB1rEMGQx8lg,3,3.5,AB
FYRVCh_ctzqY1Yj_6hDk7A,262,3.5,NV
QMAm-0CVrqbI76LioU5M_g,4,3.0,OH
EJ5EHqavQsTBMWd_uBLXoA,5,3.0,AB
HmI9nhgOkrXlUr6KZGZZew,16,3.0,PA
Fy4AmYaVjiDJBa0-PtJwSQ,9,4.0,AZ
U1K2R3AHBes_9riA4C_lVw,7,1.5,WI
k-PxUoiqD-jxtBOdQ1kF0A,6,2.5,ON
SxUKMZ1VpX0CKDII5SC_Sg,3,3.5,AB
567fXsTtYU584RytYQNpDQ,12,3.0,OH
kp9IG_6UDGFn8HxlIDBusQ,49,3.5,OH
Nb1bzyHN4uGj6h1rNugwdw,3,2.5,QC
pXMHR0NyM_oaUIBoAsdLBA,18,3.5,OH
CSt1mDL1q9-i1cicwFZ57g,13,3.0,AZ
pOhX1XjbBdPoO2Fyy8RGJg,236,3.5,OH
aVBFKYoF0AHuusNssaQpJA,433,4.0,WI
k3E-3zQqqQ2GDF8L0SjYYw,10,2.5,NC
lPwGQCuESSGQ0hKQAbRWLA,15,3.5,ON
JZwPJyoJnqlfjCsrnSUmNw,59,4.5,PA
n0yMrpye4tLpmaTSzXRGuw,10,3.5,NV
prPOsr3aS9IStGdBil9l5A,110,3.5,NV
CeqWpwHBoaxwRcv5btnv6g,195,4.5,NV
hHgSUnDB9yIrxUEMSmsdoQ,193,4.0,PA
mJ0CA86roChYwaDkDxFGwg,8,3.0,AZ
UdM19HkLvzLRL8FCA7O4Cg,9,4.0,QC
Z3ZSar8IVAR2qIupqxMynA,512,3.5,NV
N3u7ZIW2b53vKDoWCfazWQ,3,3.0,AZ
SVK2r1D_q7DZwijpM0q7cw,9,2.0,AZ
WvunDFSs2hJrPHVFqB6Y1w,51,3.5,OH
tpesKzKbcPFekdThYZ4UpA,87,3.0,ON
s_CFR6l-ecfGZ3tw16PJDQ,62,4.0,PA
v84O7YwkMuwIH8xReJ0xYg,10,2.0,PA
aj7CS2CAgEoDv86UPFmoag,4,4.0,ON
7CBzlnS1xfGhxI0iyg3xyA,11,3.0,ON
x_onUwRHvlStmDhmLIuPBg,41,4.5,NV
YJxhpyRSCFByFgOLQZpCvQ,5,3.0,AB
9E0qxTkhpn22n6iV2fRH_w,18,3.5,QC
Q-ncQPq0btYe9zaTclbGxA,5,5.0,AB
ryEwIARbKHvb0lCkAam8dQ,108,3.5,ON
zfDBAyCBPwvcK7ttj2f9sQ,8,4.0,ON
1a9YViZDThy3VqBnGOatmQ,590,3.5,AZ
vuh7DMuZuUTs6TCniNGvRg,11,4.0,ON
VFrSIKxEQvgNowJ0PJxUzA,125,4.0,AZ
fasduK6l1bu2ngRSLDNkIw,9,4.0,AZ
RsQdAT-eFwWpzy0t2SiReQ,35,3.5,AZ
iAD5r5vNOzc1AP6UA5yFiQ,137,3.5,NC
PSRZaGGxXmOmabL2si8pKw,254,3.5,NV
yim_5zF2VPwbhE1ektjAMA,11,3.5,ON
pG7T6_E1kJmy56HhzsOohw,7,1.5,OH
fK8RbGvHtwVwaFyhF_TgjA,6,4.0,ON
oMcKvfNGX2HleFxYg1VGqg,74,2.5,ON
MYyJ9orpiRq0prjVq4ku7w,49,3.0,PA
r64n5_4dwTJ-qHZJgJGz1w,77,4.0,AZ
-3Haoc0l9DZRSXxIHi9oJg,26,2.0,QC
XdeuiJJ68kHB6uo5UsVdIw,5,4.5,AB
eA9TB0ChQlPbo2oRJ-_9xg,3,3.5,NC
3NSeHqI4QrXx8Smw2j662w,125,3.5,OH
-6h3K1hj0d4DRcZNUtHDuw,521,3.5,AZ
hsbtcqamJjmL6ASCAWnQVw,30,3.5,NC
bA88bCrusTPhDdipj5g0jg,22,4.0,AZ
03hgFWEcDg205hOCnswwiQ,25,3.5,NV
sKWZ_tAOVMZoC4Qk8_Bd4A,161,4.5,AZ
bgXb5YYzQvHXmM8owZB4fQ,344,3.5,NV
FzpZiVqT2CKQOppEUVPkMg,6,2.5,QC
KcW_eVY0T0NSwlbXqUrRuw,37,4.0,QC
-CfFjcCcGGDM9MVH_d42RQ,369,4.0,AZ
gZBhQmqZy9aIq3HID8Vjkw,245,3.5,NV
goMccfETQlUOb9_USl4BUg,36,4.5,OH
8jj6dYkZtxTCsq_Y-C_DtQ,20,4.5,NV
fD38Tg325rZlw5dqU2Fpog,7,3.5,ON
1YC7AbQMlNb5mLUlwwaa3w,85,3.5,PA
lblS_Po5aZi_hgH34C505w,14,3.0,AB
g9iIBuh-g4ld3w3kUWLMqw,168,3.5,NV
Tv3YzCxzf-JWQAiXNkUrMQ,18,3.5,NV
cXjnotNqhUcAxoSIohPDxA,3,3.5,ON
Tr4FzADbgRsFj0LjyAM0Tg,5,3.5,QC
93FNDjCBsdbKkUoh3UVS4g,474,4.0,AZ
m8u3fsbhfdXu7IhXeHBO5A,3,2.5,NV
JsLmX7UJKuvOvsaKXX-Ppw,5,4.5,QC
4l56EXyCWwPlPXcX9qq-jw,68,4.0,PA
IXUoO2QcFergBHdR4wPf9g,200,4.0,AZ
YQ--LJ7pvjiDSqNv0TuKTQ,908,4.0,NV
qKButPdfAkVWBMM9oPMU4w,43,4.0,QC
QWrSZtFD8vRVeXZjInRZ9A,5,2.0,NV
xRUQHWCscNqWQzzfO9qN3A,37,2.0,AZ
YaX-5EbBsdHWbNfdRCtAUg,4,1.0,OH
U1_89WxlRg9DjhCDyF368A,3,2.0,NV
xCcg7KsIxRpYp0-Hxo0prw,6,3.0,PA
hxedolqDRVlKA_iOoI09Ng,113,3.0,OH
fDkQcos3MqqCYGWfl64iiA,59,3.5,ON
8XplB7k3ktoWLZbRHjN66Q,10,1.0,OH
X02YNLa3Iofzwv5Le6QeYQ,5,4.0,NC
-nZwVZqlk_ET-dpTtvEqPw,5,2.0,OH
Z072pEHdos2Gjj3nMdR6uA,185,4.0,NC
WwSwuMu_menj4BzTdrKUdQ,23,4.0,ON
VeRHiEbUe_vHprYn8mnezA,192,4.5,AZ
aFBCmJUYrPeol_P75QX7Jw,98,3.0,ON
t181Pejkkaos8n7HW8YYCg,8,3.5,OH
6t0tTpeOgLb6-5AcEFquwg,3,4.5,QC
1Bc4KYox4Fux-aLV4OfFnA,103,4.5,PA
ow3oP3cfmhlfmSsGaXe25Q,56,3.0,ON
XJ2dT7pwmutxM4ceQnTVUg,275,3.0,AZ
mbPaXByWZBZUGqvh8ewmTA,44,4.5,OH
iXGqaPR7ucNdwK-HapDnCw,40,4.0,QC
qSkTU59kY9VB_RKTtfe2Fw,62,4.0,AZ
MJpn_jUivKSgTtjNon63hA,10,3.0,OH
p1URrIkHBPHuB1YJX-WVgg,6,4.0,QC
yfqcuTARKwO0Wx3VuMWrWQ,50,4.0,OH
cpkBJhBujpBFZ0rOItE-4g,203,4.0,AZ
GhrZxpoetry_48cvS34Nlw,56,4.0,AZ
WeqIVG7xF2Rap_4Q8m8fBA,5,3.5,SC
yGwEJqqI9oLsRuliqDRAlg,11,4.5,PA
vX_ZIniKWjFUyVR0narRfg,14,3.5,ON
GQfJw7wlzcdBc99qukrT7w,8,3.0,ON
pW5PgyIuL8932znvVOekPg,3,4.0,NV
oiv2xp6xWX8ZLgrKDsKdrA,7,2.5,PA
40dlp6Rvjbap4jkClhJR2Q,14,4.0,ON
AhdG67rTB8bufF4x-DfKPg,79,4.5,NC
fRqO2UFdERD4In_9_zO-dg,29,4.0,PA
o4lQfS_CR3Rrjt8UYUwdDg,5,2.0,ON
kafUXRNfQm3e_U14S2WbmA,157,5.0,NV
g_oOjzFgqmSEAD4crxBirA,12,2.5,IL
NhNO2lN-p1RvA4MfR1wk1A,49,4.5,SC
ymCESYHxTlGgvrMIB8VY0A,14,4.0,QC
LiSt3sVWELm7nfVIKJs0MA,46,3.0,OH
2VEa7rpo68KG0_5pBj0dFA,128,4.0,OH
_mg5bYknpZgaWSfjQVmrJQ,355,4.0,AZ
FsDogwXYckKUgs5VUoPbJw,38,3.5,PA
dbON86OzaGmMeSVoy-R1qg,3,4.5,AZ
fadtEcEcDkSLw4J6p5W54A,6,3.0,ON
ym7uH6ZpCfKQ1Of7eaYGCA,43,4.0,PA
gu_yLQWygwzkwBOCpSj-Kg,13,4.0,PA
EEUUONGguo8POLMxmHZ4UA,14,4.0,QC
WlINkrwGmUzyR-hoG-pIlw,25,4.0,ON
4sPSNBZo2sLxEGDvUHGdbg,31,4.0,ON
hiFFgsW_Lu9nQ--Wa2Okhg,11,4.5,AZ
8pLFVmvY-4dzhrlLJQh20g,3,4.5,QC
QHjZpTPQ83OgwPqPTvLJjw,7,2.5,WI
ky0cUgRt1Bye3cxgxXpgYA,13,2.0,IL
FZpyIiCAsr7Twkw4tQeqPA,43,3.0,PA
-lbhXSwDi1id-RFQxWvDQw,19,3.5,NC
FqJ1SWEBhgVl66FrcsovOQ,82,2.5,NV
wUPoQpzy_LKWMO_pgBgkBg,358,3.5,AZ
Gh-qmVwvibLnNdqEZXcQHw,276,3.5,AZ
qu3yud9gNrCDum4Bku5Jlg,3,3.5,AB
ZMdCDYZuRliTvOyoJtMTZw,12,4.0,OH
b_9JwE1v_F2ITOmDE9R-0A,7,4.5,PA
DItq9Zsk81f6xJWG0-yNOQ,4,3.0,AB
bhM8_lovbEHjX5FK6Zfenw,37,3.0,WI
g13juipDPaqb170RDbIVJQ,44,4.0,AZ
57J9SvZCc1OS96ilcIJJGQ,7,1.0,AZ
AN0bWhisCf6LN9eHZ7DQ3w,102,5.0,NV
z57kLRRnYXcaIhFZnxNJCA,54,4.0,NV
HhmsASV-oJWyQVnOy8W1cQ,4,3.0,OH
6OpLHgun6qHmrX1JmHL4zQ,14,3.0,IL
YKbJP76PSTRXqTU_GNKoeQ,20,4.0,ON
bH1S_yLmuqW1ZKKW6OIh-A,3,4.0,OH
ex3tvSrU1KYq8hL7PTQseg,13,3.0,NC
pfmr8R3WH8RXqW0W6D8ffQ,321,3.5,NV
USYuX1n1ySv5kd3Fjs-efw,4,2.5,NV
7gIK3en6jVyiColBvlHNPA,4,3.0,NV
SspR8JrDvf4OAa5aOq7I_g,10,3.5,AZ
-Rsv3qjpn46VK3pBiJxPxg,29,3.5,PA
K5TwSfhksW6o9XKmLI3UYw,4,4.0,QC
zNm3C496tg-jcrvG5khRUg,11,4.0,AZ
9WTeG-SK2-_Ets4NtRkqMw,8,4.0,PA
WexIGFr-I6eH4loUY6DILw,11,3.0,NV
rfPU6W3fppa2F8oAOhNk8Q,4,4.0,QC
oS2kWKUxGCjy4EH4QCa79Q,14,3.5,AZ
f4Fwv8ClqR35p5chZWKSLQ,5,3.0,PA
313pOZvjvoi6QI5oXgtRHA,170,4.0,AZ
hR6Oj6EqcZWaeeVsWaOOZA,45,4.5,AZ
yaGbqAboFEo-ThynBkd-eQ,7,1.5,ON
amsvLzfEvCzLwP0MnXAJ1w,89,3.5,ON
je5h9jV38Wpist76omY_Pw,98,3.5,PA
-8AoSGOdZyDdTpT2oqX3zQ,13,3.5,QC
fireL6HjsBqOrj5PMuCZVw,9,2.5,OH
cFmranpzNq60YuAJDwCWVQ,87,2.5,NV
u1tFKPQWr60q_HIUDlHIcg,13,4.0,AZ
4zOyZff4-FemUqRW3GXuCA,4,4.5,OH
V2sxcWosKBDwxZQ3J7unOQ,40,3.0,OH
c7X2SdKxVJMaOnFROO8WEg,32,4.0,NC
dSsgEnAatsMNDKF9T4oORQ,11,3.0,QC
4RL5ydKIIFpU8bevsOKRdA,213,3.0,NC
829Kv1uZJj5q8sr2G0mnvA,93,4.0,OH
_2O4E4qEnfSKWGnopxRxtQ,16,3.0,NC
KiG6wzSo1P5vFJ_YZjM7UA,6,4.5,PA
EzUZU_y0ooTGbboxFck1Pg,118,2.5,NC
ag14nKgG6m3qhvEWvqaikA,3,2.5,PA
VxgjMl8tQrT4idJW_z8daA,141,4.0,AZ
kjgatxWIFRvCOT75IP37qA,3,3.5,ON
FF4ifTeXltAgRXHb03Z-KA,11,3.0,AB
3yMmo1sERpks50quoaA8PQ,377,4.0,AZ
SXmVIiqItiHpacs1nnfiOQ,32,4.0,OH
81mlHKogQMh8E6f0r6AYTQ,117,3.5,AZ
I6__xsL6K_aGeEJbN4sMJg,81,4.0,AZ
sjiTzC2aoy13iPuIvk37Ew,105,4.5,AZ
X3UyZfplYAXdSJpWPaxUIA,13,4.5,ON
mpu9vXwm57D3IKuLn13zjA,10,3.5,PA
xNzD6FRuz3N1uz96d05VEA,19,4.5,NV
6_v97fe6FsGj-kcKLljc8w,3,4.0,AZ
1ofDKdiCc376_u6t4ofaTQ,9,4.0,AB
NlpsCKu8FiGo2BvZSZdpFg,5,1.5,NV
h6JacIFzb9jxFpKpgsGuuQ,12,2.0,PA
Szi29P4JjNiHUgEdaJD77w,45,3.5,NV
5g5iV8w6SK9KHtcbhwGirg,40,3.0,AZ
wpbKGlRAc41Oxh7qFXqO1A,24,4.0,ON
bsKcZs5nscscJUd_JWU-kQ,5,3.5,QC
ZS9Q0gLz8GvuQCkPzJuzxg,4,3.0,ON
x_zNfGIl4O3bvAfCZoGeag,25,4.0,ON
9_UHuIMHDjrxuh2qlHS-UA,88,4.5,OH
nsY7J0cdi6usTTswuy8hSA,60,2.0,AZ
ZjBSQLsTQohHNPHDlwxz-g,7,3.5,ON
KdooPJ0ePho3p49WA3JpQw,59,4.5,NV
NvOdaJ7uIrBuofR8_Q7g2Q,108,3.5,NC
IjsLANGkmAqCsF6-zgIA8w,18,4.0,NV
HmSVbp9tpqIfqPDRNmI4og,7,3.0,ON
rfNklusH3SRG_hyRH-6fdw,4,3.0,AB
heShcmma09uAfwU6yStMjg,14,2.0,AZ
Epwt4GmZtz1_roAjzqsJmw,13,3.0,ON
wOWZSn3xiSmouEhyJ1RSkA,5,4.5,PA
3F7fYgrubSCzAQrpBRKMgQ,28,3.5,NV
9edQvMDnFQz1--MnDtT88w,19,3.5,ON
_QJW4P0zzCrhKz4nZ3nd4A,4,4.0,PA
2uOUtyXYDr47V1Ka-ia0Ag,18,4.0,OH
xgFz0RUr_4xlk84kLJOWaA,32,3.5,NC
FTVDICd-uxoEGYh4pU0pcw,149,4.0,NV
gtVPsVK83JkeyrN1C1ozeQ,73,4.0,NV
kJdIaFnq9lcMOBjhjDtgFg,25,4.0,OH
38aN0fB_zHtkw1kb3lSj8g,85,4.0,PA
IYdir4EYIF_to-kR6uyeyg,28,4.0,AZ
tVyLQzyhhinKcGzlZIFZjQ,321,4.0,AZ
kONNUpwvIsgpooLoYVtfCw,24,3.0,NC
J-q8LM-WUI7yG5bs4XsZhA,13,2.0,QC
df3X3fIH59iw0LDynAKSlg,4,1.0,AB
bK6-jk1zpHU-Hon1R4XuhA,3,2.5,OH
r6Mou-9qFKMXMMQRxIPx1Q,46,2.5,QC
yhUmRy7x5Zw1XXVhxQ2zQQ,8,4.0,ON
jRmDrZt6w5cKTJTDfX2X2A,21,4.0,QC
l8SNag-Ii0YUeSGHkA3Vhw,81,4.0,ON
R1AVTniig8uZfPy_2ObRQg,72,4.5,NV
0EH_sUvRkgpa4cjHm3hQNQ,3,3.5,NV
aG_cTfpfZaMrtDhH-hrCxA,9,4.0,ON
-csPsaR5T0fsR-xGz7LbGw,6,5.0,OH
9fH0ow907crGLmPnHFeI0A,16,3.5,OH
5MlgZwfmaegOL7_FJ3b7lA,23,4.5,NV
coEKYaAOOOOjuDCqEe-3DA,6,3.5,AZ
QbwJTaWoQjwABemmtGk9xg,20,3.5,PA
y5drVdOn-r6OyEJnpH3fjQ,4,2.5,PA
PvtAsnMf-oeNmkvdwRmEpw,47,4.5,PA
Eqd5QGaW7_C-qHNGzs1uUg,94,3.5,NC
ZydyGO4Zj0xUZ9Gzt57DEA,49,3.0,AZ
--KCl2FvVQpvjzmZSPyviA,13,3.0,NC
